rank,name,category,score,percentile,e_total,e_fr,e_thd,e_match,e_unc,w_conf,price_brl,score_lower_95,score_upper_95,n_sources,thd_available,match_available,peakiness,impedance_interaction
513,Skullcandy Smokin Buds 2,in-ear,0.000436,64.5,6.2576,6.2576,0.0,0.0,1.25,0.4444,163.0,0.000375,0.000509,1,False,False,75.7857,False
514,Modhouse Audio Tungsten Double Sided (ZMF Caldera Ultra-Perf earpads),over-ear,0.000436,64.4,7.2011,7.2011,0.0,0.0,1.25,0.4444,141.63,0.000375,0.00051,1,False,False,87.9714,False
515,Brainwavz M5,in-ear,0.000434,64.4,11.4121,11.4121,0.0,0.0,1.25,0.4444,89.64,0.000374,0.000508,1,False,False,65.562,False
516,EPZ K5,in-ear,0.000433,64.3,5.4282,5.4282,0.0,0.0,1.3713,0.4217,179.46,0.000367,0.000515,3,False,False,60.0376,False
517,Moondrop S8,in-ear,0.000432,64.2,6.4213,6.4213,0.0,0.0,1.0464,0.4887,176.33,0.000366,0.000513,2,False,False,56.3554,False
518,Symphonium Audio Meteor (JVC Spiral Dot eartips),in-ear,0.000432,64.1,8.7741,8.7741,0.0,0.0,1.25,0.4444,117.23,0.000372,0.000505,1,False,False,52.7066,False
519,AKG N5005 (high),in-ear,0.000431,64.1,9.3697,9.3697,0.0,0.0,1.2848,0.4377,108.49,0.000369,0.000506,2,False,False,74.5988,False
520,Tanchjim 4U (pop),in-ear,0.000431,64.0,7.3449,7.3449,0.0,0.0,1.2394,0.4465,141.12,0.000371,0.000504,2,False,False,69.2543,False
521,Sony MDR-EX800ST,in-ear,0.00043,63.9,10.1646,10.1646,0.0,0.0,1.25,0.4444,101.66,0.00037,0.000503,1,False,False,77.515,False
522,Focal Spirit One S,over-ear,0.000429,63.9,4.8909,4.8909,0.0,0.0,1.25,0.4444,211.97,0.000369,0.000501,1,False,False,63.6125,False
523,Tanchjim 4U (atmophere),in-ear,0.000429,63.8,7.3365,7.3365,0.0,0.0,1.2524,0.444,141.12,0.000369,0.000502,2,False,False,68.2759,False
524,HIFIMAN HE-4,over-ear,0.000428,63.7,9.64,9.64,0.0,0.0,1.5875,0.3865,93.68,0.000356,0.000523,1,False,False,65.3155,False
525,KZ EDX Ultra,in-ear,0.000427,63.7,6.3317,6.3317,0.0,0.0,2.0788,0.3248,120.0,0.000342,0.00055,2,False,False,55.8821,False
526,CCA DUO,in-ear,0.000426,63.6,7.8628,7.8628,0.0,0.0,1.2402,0.4464,133.36,0.000366,0.000498,2,False,False,45.7552,False
527,Tin HiFi T4,in-ear,0.000426,63.5,5.3051,5.3051,0.0,0.0,1.2226,0.4499,199.0,0.000366,0.000499,2,False,False,80.178,False
528,Tanchjim ONE (3.5 mm cable),in-ear,0.000425,63.5,7.5002,7.5002,0.0,0.0,1.25,0.4444,139.5,0.000366,0.000497,1,False,False,81.1794,False
529,7Hz G1,in-ear,0.000424,63.4,6.6702,6.6702,0.0,0.0,1.4189,0.4134,146.16,0.000358,0.000508,2,False,False,63.2464,False
530,Moondrop Harmon,in-ear,0.000424,63.3,6.3051,6.3051,0.0,0.0,1.1208,0.4715,176.33,0.000362,0.000501,2,False,False,80.8213,False
531,HIFIMAN HE1000se (Dekoni fenestrated sheepskin earpads),over-ear,0.000424,63.2,6.9194,6.9194,0.0,0.0,1.5875,0.3865,131.71,0.000352,0.000519,1,False,False,94.297,False
532,Beyerdynamic T70 (sample 1),over-ear,0.000423,63.2,7.1875,7.1875,0.0,0.0,1.25,0.4444,146.16,0.000364,0.000495,1,False,False,93.4684,False
533,Meze Elite (leather earpads),over-ear,0.000422,63.1,7.1433,7.1433,0.0,0.0,1.25,0.4444,147.59,0.000363,0.000493,1,False,False,80.5215,False
534,Focal Utopia,over-ear,0.000421,63.0,5.4529,5.4529,0.0,0.0,2.3483,0.2987,130.02,0.000332,0.000554,4,False,False,42.8343,False
535,Meze Alba,in-ear,0.00042,63.0,7.1793,7.1793,0.0,0.0,1.2731,0.4399,145.87,0.000361,0.000493,4,False,False,48.0127,False
536,Teufel Real Blue NC (passive),over-ear,0.00042,62.9,6.9177,6.9177,0.0,0.0,1.25,0.4444,153.11,0.000361,0.000491,1,False,False,58.8408,False
537,KBEAR Storm,in-ear,0.00042,62.8,6.9251,6.9251,0.0,0.0,1.25,0.4444,152.87,0.000361,0.000491,1,False,False,94.5653,False
538,CCZ Warrior,in-ear,0.000419,62.8,6.5339,6.5339,0.0,0.0,1.25,0.4444,162.49,0.00036,0.000489,1,False,False,66.7885,False
539,Anker SoundBuds Life,in-ear,0.000419,62.7,8.8391,8.8391,0.0,0.0,1.25,0.4444,119.99,0.000361,0.00049,1,False,False,69.0694,False
540,HIFIMAN Ananda Stealth,over-ear,0.000417,62.6,7.041,7.041,0.0,0.0,1.5875,0.3865,131.71,0.000346,0.00051,1,False,False,65.6369,False
541,Brainwavz S5,in-ear,0.000415,62.6,8.499,8.499,0.0,0.0,1.25,0.4444,125.89,0.000358,0.000486,1,False,False,66.4512,False
542,Sennheiser IE 800 S,in-ear,0.000414,62.5,9.7914,9.7914,0.0,0.0,1.3271,0.4297,106.06,0.000353,0.000489,2,False,False,59.4628,False
543,Tanchjim 4U (natural),in-ear,0.000413,62.4,7.5035,7.5035,0.0,0.0,1.2859,0.4375,141.12,0.000354,0.000486,2,False,False,67.7368,False
544,ZMF Auteur Classic (ZMF BE2 perforated suede earpads),over-ear,0.000413,62.3,5.6505,5.6505,0.0,0.0,1.25,0.4444,190.31,0.000356,0.000483,1,False,False,89.7299,False
545,Cambridge Audio Melomania M100 (silicone eartips),in-ear,0.000411,62.3,6.8423,6.8423,0.0,0.0,1.25,0.4444,158.18,0.000354,0.00048,1,False,False,82.9397,False
546,Shure SE315,in-ear,0.00041,62.2,9.4792,9.4792,0.0,0.0,2.1168,0.3208,82.53,0.000328,0.000529,3,False,False,116.8431,False
547,Jabra Elite 8 Active Gen 2,in-ear,0.00041,62.1,8.5968,8.5968,0.0,0.0,1.25,0.4444,126.16,0.000353,0.000479,1,False,False,50.2869,False
548,Periodic Audio Be,in-ear,0.000409,62.1,6.0204,6.0204,0.0,0.0,3.242,0.2357,95.76,0.000311,0.000568,3,False,False,41.0669,False
549,HIFIMAN RE600,in-ear,0.000408,62.0,9.038,9.038,0.0,0.0,1.5875,0.3865,104.93,0.000339,0.000498,1,False,False,58.1801,False
550,Tanchjim Kara,in-ear,0.000407,61.9,5.9871,5.9871,0.0,0.0,1.9101,0.3436,141.12,0.000329,0.000515,3,False,False,37.1206,False
551,MEE Audio M9B,in-ear,0.000407,61.9,10.8162,10.8162,0.0,0.0,1.25,0.4444,100.97,0.00035,0.000476,1,False,False,63.9525,False
552,Kinera Hodur,in-ear,0.000406,61.8,5.84,5.84,0.0,0.0,1.25,0.4444,187.51,0.000349,0.000475,1,False,False,92.7529,False
553,Tanchjim Zero,in-ear,0.000404,61.7,5.7255,5.7255,0.0,0.0,2.0666,0.3261,141.12,0.000323,0.000519,2,False,False,45.1631,False
554,OnePlus Buds Pro,in-ear,0.000404,61.7,7.285,7.285,0.0,0.0,2.5808,0.2793,94.86,0.000315,0.00054,2,False,False,64.7677,False
555,Sennheiser HD 600,over-ear,0.000403,61.6,6.4016,6.4016,0.0,0.0,2.6911,0.2709,104.99,0.000313,0.000543,7,False,False,36.8132,False
556,BLON B-Mini,in-ear,0.000403,61.5,6.9054,6.9054,0.0,0.0,1.25,0.4444,159.65,0.000347,0.000471,1,False,False,65.0924,False
557,"Tronsmart Apollo Bold (ANC off, jazz)",in-ear,0.000403,61.4,7.726,7.726,0.0,0.0,1.25,0.4444,142.62,0.000347,0.000472,1,False,False,69.6652,False
558,Sennheiser HD 515,over-ear,0.000402,61.4,8.7761,8.7761,0.0,0.0,1.25,0.4444,126.08,0.000346,0.00047,1,False,False,57.584,False
559,Kiwi Ears Singolo,in-ear,0.000399,61.3,3.8474,3.8474,0.0,0.0,1.25,0.4444,289.52,0.000343,0.000467,1,False,False,73.4413,False
560,Tanchjim 4U (monitoring),in-ear,0.000398,61.2,7.8941,7.8941,0.0,0.0,1.2572,0.443,141.12,0.000342,0.000465,2,False,False,66.5072,False
561,7Hz Legato,in-ear,0.000397,61.2,7.1852,7.1852,0.0,0.0,1.3978,0.4171,146.16,0.000336,0.000474,5,False,False,58.2626,False
562,Mpow EM12,in-ear,0.000397,61.1,6.6887,6.6887,0.0,0.0,1.25,0.4444,167.16,0.000342,0.000465,1,False,False,75.0383,False
563,Apple AirPods (1st generation),over-ear,0.000396,61.0,6.5252,6.5252,0.0,0.0,3.8351,0.2068,80.05,0.000297,0.000565,2,False,False,43.7629,False
564,CCA Pianist,in-ear,0.000395,61.0,8.9342,8.9342,0.0,0.0,1.1268,0.4702,133.36,0.000337,0.000466,2,False,False,54.9297,False
565,Moondrop KXXX,in-ear,0.000394,60.9,5.5259,5.5259,0.0,0.0,1.6023,0.3843,176.33,0.000327,0.000483,2,False,False,69.3953,False
566,Tanchjim 4U,in-ear,0.000394,60.8,7.9911,7.9911,0.0,0.0,1.25,0.4444,141.12,0.000339,0.000461,1,False,False,63.2373,False
567,Tanchjim Ola,in-ear,0.000393,60.7,5.9299,5.9299,0.0,0.0,2.0418,0.3288,141.12,0.000315,0.000504,5,False,False,59.5498,False
568,Bose QuietComfort SE (passive),over-ear,0.000393,60.7,6.1002,6.1002,0.0,0.0,1.25,0.4444,185.41,0.000338,0.000459,1,False,False,91.368,False
569,HIFIMAN Bolt,in-ear,0.000393,60.6,8.112,8.112,0.0,0.0,1.5875,0.3865,121.2,0.000327,0.000481,1,False,False,96.5343,False
570,Raycon E100,in-ear,0.000392,60.5,9.8342,9.8342,0.0,0.0,1.25,0.4444,115.26,0.000338,0.000458,1,False,False,66.8262,False
571,Audio-Technica ATH-ADX3000,over-ear,0.000392,60.5,9.5146,9.5146,0.0,0.0,1.25,0.4444,119.0,0.000338,0.000459,1,False,False,60.7022,False
572,Focal Radiance,over-ear,0.000391,60.4,7.1551,7.1551,0.0,0.0,1.9516,0.3388,121.2,0.000315,0.000497,2,False,False,54.1595,False
573,7Hz Five,in-ear,0.00039,60.3,7.7882,7.7882,0.0,0.0,1.25,0.4444,146.16,0.000336,0.000456,1,False,False,80.1006,False
574,Marshall Major III,over-ear,0.00039,60.3,12.8559,12.8559,0.0,0.0,1.25,0.4444,88.63,0.000336,0.000456,1,False,False,72.507,False
575,Tanchjim Darling,in-ear,0.000388,60.2,6.1665,6.1665,0.0,0.0,1.9646,0.3373,141.12,0.000313,0.000493,2,False,False,80.6326,False
576,Zero Audio Carbo Tenore,in-ear,0.000387,60.1,9.183,9.183,0.0,0.0,1.25,0.4444,125.16,0.000333,0.000452,1,False,False,91.6081,False
577,Moondrop Crescent,in-ear,0.000387,60.1,5.9354,5.9354,0.0,0.0,1.4697,0.4049,176.33,0.000325,0.000466,3,False,False,42.9781,False
578,Sennheiser HD 630VB,over-ear,0.000382,60.0,7.3692,7.3692,0.0,0.0,1.25,0.4444,158.0,0.000329,0.000446,1,False,False,61.8349,False
579,NiceHCK Lofty,in-ear,0.000381,59.9,5.1154,5.1154,0.0,0.0,1.25,0.4444,228.11,0.000328,0.000445,1,False,False,79.9776,False
580,SoundPeats Air3,in-ear,0.000381,59.8,14.513,14.513,0.0,0.0,1.25,0.4444,80.46,0.000328,0.000445,1,False,False,72.2321,False
581,SoundPeats Engine,in-ear,0.000379,59.8,6.3936,6.3936,0.0,0.0,1.25,0.4444,183.18,0.000327,0.000444,1,False,False,136.6019,False
582,Beats Studio,over-ear,0.000379,59.7,5.5295,5.5295,0.0,0.0,1.25,0.4444,211.97,0.000326,0.000443,1,False,False,62.3046,False
583,Focusrite HP60 (Scarlett Studio),over-ear,0.000378,59.6,7.9311,7.9311,0.0,0.0,1.25,0.4444,148.4,0.000325,0.000442,1,False,False,73.086,False
584,CCA CRA PRO,in-ear,0.000377,59.6,6.9365,6.9365,0.0,0.0,1.25,0.4444,169.97,0.000325,0.000441,1,False,False,53.4306,False
585,Tanchjim Hana (AZLA Sedna Light eartips),in-ear,0.000375,59.5,7.0571,7.0571,0.0,0.0,1.25,0.4444,167.76,0.000323,0.000439,1,False,False,78.9322,False
586,Stax SR-L300 LTD (L700 earpads),over-ear,0.000375,59.4,7.4009,7.4009,0.0,0.0,1.25,0.4444,160.31,0.000322,0.000438,1,False,False,85.4111,False
587,KZ ZSN,in-ear,0.000373,59.4,7.0765,7.0765,0.0,0.0,1.25,0.4444,168.43,0.000321,0.000436,1,False,False,77.89,False
588,Shure SRH1440,over-ear,0.000372,59.3,10.9605,10.9605,0.0,0.0,1.2643,0.4416,108.36,0.00032,0.000436,2,False,False,56.7101,False
589,Sennheiser IE 800,in-ear,0.000372,59.2,9.5848,9.5848,0.0,0.0,1.6434,0.3783,106.06,0.000308,0.000458,2,False,False,40.6173,False
590,KZ Castor Improved Bass Version (off-on-on-on),in-ear,0.000372,59.2,7.6103,7.6103,0.0,0.0,1.25,0.4444,156.98,0.00032,0.000435,1,False,False,50.5866,False
591,Cambridge Audio Melomania M100 (foam eartips),in-ear,0.000371,59.1,7.5788,7.5788,0.0,0.0,1.25,0.4444,158.18,0.000319,0.000433,1,False,False,66.5311,False
592,KZ Castor (off-off-on-off),in-ear,0.00037,59.0,7.6143,7.6143,0.0,0.0,2.3505,0.2985,106.0,0.000292,0.000486,2,False,False,46.0289,False
593,Etymotic ER4S,in-ear,0.00037,58.9,7.3299,7.3299,0.0,0.0,3.5868,0.218,80.46,0.000279,0.000522,2,False,False,113.7277,False
594,EPZ 530,in-ear,0.000368,58.9,8.1754,8.1754,0.0,0.0,1.5518,0.3919,130.41,0.000306,0.000448,4,False,False,88.0859,False
595,1MORE ComfoBuds Mini,in-ear,0.000365,58.8,13.5392,13.5392,0.0,0.0,1.25,0.4444,89.99,0.000314,0.000426,1,False,False,130.6186,False
596,"Plantronics BackBeat Go 600 (wired, pad swap)",over-ear,0.000365,58.7,12.9561,12.9561,0.0,0.0,1.25,0.4444,93.87,0.000315,0.000427,1,False,False,81.5585,False
597,EPZ Q1 Pro,in-ear,0.000362,58.7,6.0108,6.0108,0.0,0.0,1.5619,0.3903,179.46,0.000301,0.000441,5,False,False,55.3459,False
598,Apple iPod Ear Buds,over-ear,0.000362,58.6,8.1966,8.1966,0.0,0.0,1.25,0.4444,149.9,0.000311,0.000423,1,False,False,62.5193,False
599,Sony WI-C100,in-ear,0.000361,58.5,4.3221,4.3221,0.0,0.0,1.25,0.4444,284.99,0.000311,0.000422,1,False,False,78.3601,False
600,QCY MeloBuds Pro,in-ear,0.00036,58.5,4.5185,4.5185,0.0,0.0,1.25,0.4444,273.53,0.00031,0.00042,1,False,False,100.5569,False
601,Brainwavz R3,in-ear,0.00036,58.4,9.7926,9.7926,0.0,0.0,1.25,0.4444,125.89,0.00031,0.000422,1,False,False,84.8392,False
602,Sennheiser PMX 100,over-ear,0.000359,58.3,5.2901,5.2901,0.0,0.0,1.25,0.4444,234.32,0.000309,0.000419,1,False,False,96.9639,False
603,Focal Stellia,over-ear,0.000359,58.3,5.9656,5.9656,0.0,0.0,2.5862,0.2788,130.02,0.00028,0.000481,3,False,False,50.5323,False
604,Tronsmart Apollo Bold (ANC on),in-ear,0.000358,58.2,8.7014,8.7014,0.0,0.0,1.25,0.4444,142.62,0.000308,0.000419,1,False,False,63.6756,False
605,Mackie MC-250,over-ear,0.000358,58.1,6.288,6.288,0.0,0.0,1.25,0.4444,197.68,0.000308,0.000418,1,False,False,54.6924,False
606,Focal Clear Mg,over-ear,0.000357,58.0,6.5062,6.5062,0.0,0.0,2.5556,0.2812,121.2,0.000279,0.000476,3,False,False,45.2346,False
607,Bang & Olufsen Beoplay H95,over-ear,0.000357,58.0,8.0896,8.0896,0.0,0.0,2.0823,0.3244,112.19,0.000286,0.00046,2,False,False,51.0282,False
608,"Edifier NeoBuds Pro 2 (ANC high, classic EQ)",in-ear,0.000356,57.9,7.6042,7.6042,0.0,0.0,1.25,0.4444,164.0,0.000307,0.000417,1,False,False,80.8538,False
609,1MORE MK801,over-ear,0.000356,57.8,4.1779,4.1779,0.0,0.0,1.25,0.4444,299.0,0.000306,0.000416,1,False,False,69.473,False
610,CCZ Melody,in-ear,0.000355,57.8,5.0458,5.0458,0.0,0.0,1.25,0.4444,248.16,0.000306,0.000415,1,False,False,89.0763,False
611,Denon AH-C551K,in-ear,0.000355,57.7,9.6837,9.6837,0.0,0.0,1.25,0.4444,129.14,0.000306,0.000416,1,False,False,82.4203,False
612,KZ ZST,in-ear,0.000353,57.6,7.1123,7.1123,0.0,0.0,3.1902,0.2387,95.0,0.000269,0.00049,2,False,False,59.4058,False
613,TRN MT4,in-ear,0.000353,57.6,7.4146,7.4146,0.0,0.0,1.25,0.4444,169.95,0.000304,0.000412,1,False,False,71.3813,False
614,Sennheiser CX 300-II,in-ear,0.000352,57.5,6.1038,6.1038,0.0,0.0,1.25,0.4444,206.84,0.000303,0.000412,1,False,False,74.6341,False
615,Beats Studio Buds +,in-ear,0.000352,57.4,7.4098,7.4098,0.0,0.0,3.676,0.2139,82.11,0.000264,0.000498,3,False,False,102.5794,False
616,EPZ Q5 v2,in-ear,0.000351,57.4,7.0645,7.0645,0.0,0.0,1.25,0.4444,179.46,0.000302,0.00041,1,False,False,60.4916,False
617,Final Audio Adagio III,in-ear,0.00035,57.3,5.0991,5.0991,0.0,0.0,5.3354,0.1578,88.5,0.000255,0.000523,2,False,False,64.0454,False
618,JBL J55i,over-ear,0.00035,57.2,12.8402,12.8402,0.0,0.0,1.25,0.4444,99.0,0.000301,0.000409,1,False,False,65.9109,False
619,Shuoer Dx1,in-ear,0.000349,57.1,6.4052,6.4052,0.0,0.0,1.5165,0.3974,177.82,0.000292,0.000423,4,False,False,73.4046,False
620,Sony MDR-ZX110,over-ear,0.000348,57.1,10.4109,10.4109,0.0,0.0,1.25,0.4444,122.55,0.0003,0.000407,1,False,False,59.7661,False
621,CCA CRA,in-ear,0.000348,57.0,7.2468,7.2468,0.0,0.0,1.4021,0.4163,165.1,0.000294,0.000416,5,False,False,66.8234,False
622,Tanchjim One,in-ear,0.000347,56.9,5.9265,5.9265,0.0,0.0,2.4447,0.2903,141.12,0.000273,0.00046,3,False,False,37.6646,False
623,Moondrop Concerto,in-ear,0.000347,56.9,6.3138,6.3138,0.0,0.0,1.5859,0.3867,176.33,0.000289,0.000425,2,False,False,50.4874,False
624,TRI i3 MK3,in-ear,0.000345,56.8,6.8557,6.8557,0.0,0.0,1.4741,0.4042,170.99,0.00029,0.000416,2,False,False,32.1724,False
625,Kiwi Ears x Crinacle Singolo,in-ear,0.000344,56.7,3.7371,3.7371,0.0,0.0,1.6858,0.3723,289.52,0.000283,0.000426,3,False,False,72.7055,False
626,Nixon RPM,over-ear,0.000342,56.7,9.0013,9.0013,0.0,0.0,1.25,0.4444,144.34,0.000294,0.0004,1,False,False,81.6274,False
627,Fifine Ampligame H6 (movie),over-ear,0.00034,56.6,13.187,13.187,0.0,0.0,1.25,0.4444,99.0,0.000293,0.000398,1,False,False,103.0795,False
628,Moondrop Space Travel (monitor mode),in-ear,0.00034,56.5,5.1613,5.1613,0.0,0.0,1.6877,0.3721,211.97,0.00028,0.000421,2,False,False,75.7913,False
629,SoundPeats Air4 Pro (ANC Off),in-ear,0.000339,56.4,4.6956,4.6956,0.0,0.0,1.25,0.4444,279.19,0.000292,0.000396,1,False,False,89.1917,False
630,Moondrop Darksaber,in-ear,0.000339,56.4,6.4334,6.4334,0.0,0.0,1.6037,0.3841,176.33,0.000281,0.000415,2,False,False,41.0488,False
631,KZ ZEX Pro,in-ear,0.000336,56.3,5.1121,5.1121,0.0,0.0,1.7565,0.3628,211.47,0.000275,0.000418,3,False,False,59.2778,False
632,V-MODA XS,over-ear,0.000336,56.2,5.8249,5.8249,0.0,0.0,1.3991,0.4168,212.68,0.000285,0.000402,2,False,False,67.2602,False
633,Haylou GT2,in-ear,0.000336,56.2,6.653,6.653,0.0,0.0,1.25,0.4444,199.0,0.000289,0.000392,1,False,False,248.7607,False
634,Anker Liberty 5,in-ear,0.000335,56.1,6.6641,6.6641,0.0,0.0,1.25,0.4444,199.0,0.000289,0.000392,1,False,False,96.8852,False
635,Aurex HR V9,over-ear,0.000334,56.0,5.1763,5.1763,0.0,0.0,1.25,0.4444,257.14,0.000287,0.00039,1,False,False,62.5333,False
636,Google Pixel Buds Pro 2,in-ear,0.000333,56.0,6.9702,6.9702,0.0,0.0,2.9974,0.2502,107.88,0.000255,0.000456,2,False,False,106.3164,False
637,Tingker H6,in-ear,0.000333,55.9,5.9135,5.9135,0.0,0.0,1.25,0.4444,225.46,0.000287,0.00039,1,False,False,46.2823,False
638,Koss KSC75 (Venture Electronics earpads),over-ear,0.000329,55.8,8.0947,8.0947,0.0,0.0,1.25,0.4444,167.09,0.000283,0.000384,1,False,False,95.6096,False
639,BLON BL07,in-ear,0.000328,55.8,7.1181,7.1181,0.0,0.0,1.25,0.4444,190.29,0.000282,0.000384,1,False,False,86.8334,False
640,TRI Kai,in-ear,0.000328,55.7,4.6032,4.6032,0.0,0.0,1.1634,0.4622,305.91,0.000281,0.000386,2,False,False,88.2646,False
641,V-MODA Zn,in-ear,0.000328,55.6,6.3689,6.3689,0.0,0.0,1.25,0.4444,212.68,0.000282,0.000384,1,False,False,79.1564,False
642,Tin HiFi T4 Plus,in-ear,0.000327,55.5,5.3024,5.3024,0.0,0.0,1.8993,0.3449,199.0,0.000265,0.000414,4,False,False,89.6349,False
643,KZ Symphony,in-ear,0.000327,55.5,12.0033,12.0033,0.0,0.0,1.4272,0.412,104.9,0.000276,0.000392,2,False,False,53.0194,False
644,Rose Technics Star City 5,in-ear,0.000327,55.4,4.9877,4.9877,0.0,0.0,1.25,0.4444,272.16,0.000282,0.000383,1,False,False,66.6763,False
645,ThieAudio Legacy 4 (on-on),in-ear,0.000327,55.3,4.3965,4.3965,0.0,0.0,1.25,0.4444,308.94,0.000282,0.000383,1,False,False,69.9155,False
646,MMR Homunculus,in-ear,0.000326,55.3,11.4751,11.4751,0.0,0.0,1.25,0.4444,118.63,0.000281,0.000382,1,False,False,58.8412,False
647,Bose IE2,in-ear,0.000325,55.2,17.0142,17.0142,0.0,0.0,1.25,0.4444,80.48,0.000279,0.000379,1,False,False,96.1299,False
648,Moondrop Variations,in-ear,0.000322,55.1,6.6045,6.6045,0.0,0.0,1.6641,0.3754,176.33,0.000266,0.000398,5,False,False,39.9885,False
649,TRI i ONE,in-ear,0.000322,55.1,5.9015,5.9015,0.0,0.0,1.4187,0.4134,217.62,0.000272,0.000385,2,False,False,71.3532,False
650,QCY T13 ANC2 (ANC on),in-ear,0.000322,55.0,8.3809,8.3809,0.0,0.0,1.25,0.4444,164.93,0.000277,0.000376,1,False,False,81.0477,False
651,LZ Hi-Fi Audio A6 Mini (red nozzle),in-ear,0.000322,54.9,6.4875,6.4875,0.0,0.0,1.25,0.4444,212.52,0.000278,0.000377,1,False,False,85.1689,False
652,TANGZU Fudu,in-ear,0.00032,54.9,5.2742,5.2742,0.0,0.0,1.1642,0.4621,274.01,0.000274,0.000376,2,False,False,73.3683,False
653,TempoTec IM05,in-ear,0.000319,54.8,6.2369,6.2369,0.0,0.0,1.25,0.4444,223.46,0.000275,0.000373,1,False,False,75.6278,False
654,Sennheiser Urbanite XL,over-ear,0.000319,54.7,5.548,5.548,0.0,0.0,1.25,0.4444,251.03,0.000275,0.000373,1,False,False,79.5658,False
655,Audeze LCD-MX4,over-ear,0.000319,54.6,8.5912,8.5912,0.0,0.0,1.475,0.404,147.21,0.000268,0.000385,1,False,False,64.8126,False
656,Moondrop May,in-ear,0.000318,54.6,6.5408,6.5408,0.0,0.0,1.7276,0.3666,176.33,0.000261,0.000395,2,False,False,56.7615,False
657,Bose QuietComfort SE (ANC on),over-ear,0.000318,54.5,7.5407,7.5407,0.0,0.0,1.25,0.4444,185.41,0.000274,0.000372,1,False,False,85.9772,False
658,Meze 105 Aer,over-ear,0.000318,54.4,5.8796,5.8796,0.0,0.0,1.5442,0.393,210.3,0.000265,0.000387,3,False,False,56.1215,False
659,Ultimate Ears Reference Monitor,in-ear,0.000318,54.4,7.0584,7.0584,0.0,0.0,1.25,0.4444,197.71,0.000274,0.000372,1,False,False,102.4754,False
660,Tin HiFi T2 DLC 2022,in-ear,0.000314,54.3,5.4071,5.4071,0.0,0.0,1.25,0.4444,261.7,0.00027,0.000367,1,False,False,49.2624,False
661,Beyerdynamic DTX 300p,over-ear,0.000314,54.2,8.0907,8.0907,0.0,0.0,1.25,0.4444,174.67,0.000271,0.000368,1,False,False,73.0538,False
662,Sennheiser PX 100,over-ear,0.000313,54.2,6.0532,6.0532,0.0,0.0,1.25,0.4444,234.32,0.00027,0.000366,1,False,False,88.1534,False
663,Tascam TH-02,over-ear,0.000313,54.1,13.3223,13.3223,0.0,0.0,1.25,0.4444,106.68,0.000269,0.000366,1,False,False,72.5856,False
664,Sennheiser HD 400 Pro,over-ear,0.000312,54.0,10.2481,10.2481,0.0,0.0,1.25,0.4444,139.0,0.000269,0.000365,1,False,False,59.8927,False
665,DCMEKA IE68,in-ear,0.000309,54.0,8.3978,8.3978,0.0,0.0,1.25,0.4444,171.46,0.000266,0.000361,1,False,False,51.9214,False
666,Empire Ears Valkyrie,in-ear,0.000309,53.9,9.9952,9.9952,0.0,0.0,1.25,0.4444,144.07,0.000266,0.000361,1,False,False,66.6528,False
667,QCY T13,in-ear,0.000308,53.8,6.9282,6.9282,0.0,0.0,1.25,0.4444,208.0,0.000266,0.000361,1,False,False,57.889,False
668,Xbox Wireless Headset,over-ear,0.000308,53.7,9.4215,9.4215,0.0,0.0,1.25,0.4444,152.9,0.000266,0.000361,1,False,False,82.6474,False
669,SoundPeats Free 2 Classic,in-ear,0.000306,53.7,6.9551,6.9551,0.0,0.0,1.25,0.4444,209.0,0.000263,0.000357,1,False,False,110.7149,False
670,Sony Pulse Elite,over-ear,0.000306,53.6,10.2349,10.2349,0.0,0.0,2.9928,0.2504,80.0,0.000235,0.00042,2,False,False,50.2281,False
671,ASTRO Gaming A10 (Gen 2),over-ear,0.000306,53.5,3.8252,3.8252,0.0,0.0,1.25,0.4444,379.99,0.000263,0.000357,1,False,False,55.4581,False
672,Corsair HS70 Pro,over-ear,0.000305,53.5,8.2436,8.2436,0.0,0.0,1.25,0.4444,176.7,0.000263,0.000357,1,False,False,65.025,False
673,Audio-Technica ATH-ANC9,over-ear,0.000305,53.4,9.0634,9.0634,0.0,0.0,2.9193,0.2551,92.34,0.000235,0.000416,2,False,False,54.5475,False
674,7Hz x Crinacle Zero 2,in-ear,0.000304,53.3,4.7242,4.7242,0.0,0.0,1.5119,0.3981,277.2,0.000254,0.000368,5,False,False,55.5693,False
675,JBL Tune 520BT,over-ear,0.000304,53.3,6.9549,6.9549,0.0,0.0,1.25,0.4444,209.9,0.000262,0.000356,1,False,False,58.7893,False
676,Spiral Ear SE 5-Way Ultimate,over-ear,0.000304,53.2,12.7345,12.7345,0.0,0.0,1.25,0.4444,114.98,0.000261,0.000355,1,False,False,98.7888,False
677,Moondrop Space Travel,in-ear,0.000302,53.1,5.9212,5.9212,0.0,0.0,1.6376,0.3791,211.97,0.00025,0.000372,3,False,False,62.1611,False
678,Moondrop SSR,in-ear,0.000301,53.1,6.5663,6.5663,0.0,0.0,1.8677,0.3487,176.33,0.000245,0.00038,6,False,False,38.7421,False
679,TANGZU Wan'er S.G,in-ear,0.0003,53.0,4.5463,4.5463,0.0,0.0,1.7944,0.3579,262.08,0.000245,0.000376,5,False,False,58.4204,False
680,Moondrop Space Travel (basshead mode),in-ear,0.0003,52.9,7.3185,7.3185,0.0,0.0,1.1477,0.4656,211.97,0.000257,0.000354,2,False,False,70.7942,False
